-454.947288 -111.257940 -98.318598 -175.889286
-112.815214 -247.400850 -128.071783 -187.215607
-210.257636 -409.879560 -138.589411 -153.971319
-581.375430 -287.262660 -376.970069 -200.486862
-272.122644 -135.553225 -202.292164 -218.820932
-664.005914 -200.931814 -237.153724 -255.235444
-198.922168 -281.177897 -233.372964 -297.430388
-907.839350 -301.812915 -250.593948 -187.737359
-355.638654 -160.799106 -185.376882 -276.457080
-509.716018 -300.285728 -185.652121 -342.256576
-108.196789 -217.728981 -317.675655 -214.428262
-157.069878 -138.029123 -98.850481 -190.720818
-243.853181 -114.911178 -201.243083 -119.298346
-83.211069 -365.260804 -100.711163 -130.082827
-298.039196 -80.019418 -116.270562 -113.225303
-105.157958 -56.397143 -108.966544 -133.881695
-231.991490 -273.463244 -166.496674 -171.068335
-332.261208 -416.919222 -268.092619 -211.195037
-297.403995 -403.834463 -269.554973 -240.436232
-258.174768 -250.258526 -263.678019 -274.114573
-220.981908 -250.284825 -284.961695 -187.566214
-187.932913 -201.896054 -216.854440 -210.650485
-165.388435 -133.012118 -319.966353 -156.577992
-116.989519 -60.923326 -138.149426 -88.897852
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
-184.339015 -268.363262 -230.681392 -575.188329
-463.564921 -207.756052 -424.051603 -327.337168
-426.354871 -190.065967 -175.610311 -247.802837
-383.436785 -170.993720 -134.071716 -135.085413
-137.041214 -207.925445 -208.553088 -193.141487
-197.020847 -143.404296 -205.538103 -397.420887
-149.503823 -285.070259 -168.663718 -85.176085
-131.130198 -141.139989 -72.766490 -129.596037
-63.523765 -173.419776 -101.449603 -113.302039
-337.343184 -288.043562 -105.122098 -177.727707
-69.752264 -402.765902 -179.089749 -58.676331
-391.643501 -117.025635 -92.129028 -94.049815
-184.824669 -98.899132 -190.111027 -125.825805
-178.590509 -119.683285 -194.057737 -154.270339
-107.277015 -182.366198 -156.749555 -176.681136
-162.960096 -199.604313 -116.550137 -308.490038
-144.095302 -291.993510 -180.785864 -187.750392
-306.717198 -894.791914 -336.849377 -220.968408
-182.667005 -214.800705 -382.226700 -294.399809
-203.829606 -356.240503 -408.244600 -250.771198
-593.915826 -629.325222 -326.538885 -368.549695
-402.905984 -317.107541 -306.818997 -269.015009
-147.886239 -203.483203 -268.001960 -129.170320
-99.542960 -166.487328 -122.114802 -165.451565
-178.228029 -117.182558 -166.581399 -165.167067
-174.986420 -374.308366 -158.145293 -192.537635
-207.304022 -126.501366 -180.454844 -294.092757
-171.481965 -275.549176 -295.383538 -565.494931
-694.156686 -338.991382 -407.867298 -515.074356
-323.375676 -468.491747 -310.578268 -336.417685
-421.075198 -623.960501 -295.433152 -535.397373
-884.073626 -349.725430 -490.606062 -334.980718
-217.976855 -440.341730 -333.810248 -303.341714
-192.622588 -132.564224 -293.680385 -209.430580
-154.107040 -163.541020 -105.199407 -144.741798
-122.543147 -151.996679 -60.992683 -117.668035
-362.857674 -133.810132 -191.300981 -100.395376
-108.710864 -100.900526 -174.493193 -103.081204
-169.372840 -270.084131 -187.912157 -144.053932
-375.140126 -642.699251 -1162.200264 -510.053407
-384.608251 -456.011409 -655.871269 -606.235692
-702.846788 -343.943831 -420.876446 -520.637288
-506.301439 -641.010123 -455.796627 -447.220665
-340.549195 -359.768836 -350.222389 -348.348849
-231.601287 -190.726578 -173.532099 -267.820520
-118.837044 -179.696255 -162.067751 -189.542073
0.000000 0.000000 0.000000 0.000000
-111.979293 -40.786299 -56.117101 -28.543143
-73.535991 -115.644243 -56.920535 -167.980460
-258.904912 -136.438447 -169.670821 -274.488895
-420.840925 -836.158785 -794.204469 -623.260136
-393.713692 -405.540080 -471.712923 -572.434618
-339.197621 -347.995304 -373.675879 -438.569847
-665.958151 -304.790923 -368.529383 -476.551658
-338.730460 -738.115077 -233.895931 -247.122064
-234.686371 -290.117052 -177.280518 -313.596930
-163.717862 -88.182574 -252.861717 -141.462222
0.000000 0.000000 0.000000 0.000000
-41.457493 -58.034231 -105.793055 -41.463911
-108.649147 -97.774606 -72.116509 -121.085271
-123.423328 -136.876202 -98.002177 -89.711327
-746.715056 -294.664621 -353.925303 -494.859517
-433.675459 -463.356005 -420.700846 -448.191552
-271.075376 -431.659262 -450.619811 -420.473982
-449.081721 -354.297538 -308.055923 -274.615199
-525.908836 -383.248951 -407.193863 -349.962142
-325.037556 -447.189839 -291.345141 -331.303684
-133.093338 -134.772767 -297.995897 -322.271895
-201.850666 -61.949687 -301.103345 -146.390764
-125.243454 -80.754194 -187.754792 -188.617334
-100.125145 -116.307367 -279.035995 -110.590215
-96.724056 -95.380920 -177.858641 -208.853117
-289.078215 -652.841372 -495.285550 -464.817637
-452.494397 -333.486246 -489.466189 -401.465972
-459.981534 -461.702974 -320.218730 -472.252894
-284.594045 -411.464566 -447.842239 -331.480128
-410.386518 -297.489874 -242.172893 -291.241474
-399.343186 -254.977293 -233.543129 -223.781688
-129.209813 -142.475364 -216.357774 -207.994399
-167.863365 -87.053750 -183.189668 -190.797506
-92.963568 -71.031212 -135.872898 -61.076304
-125.935871 -83.709719 -60.934682 -130.414564
-108.103673 -105.115238 -127.429505 -62.034344
-628.661849 -843.980423 -770.938049 -423.676030
-409.869614 -202.831054 -377.098429 -443.260434
-466.994052 -499.581275 -470.229020 -478.524779
-411.261836 -264.640905 -522.414736 -469.130090
-307.201993 -299.236203 -478.037834 -282.051073
-163.359332 -422.321070 -295.276342 -260.701014
-148.278821 -159.752417 -163.625617 -231.452134
-210.511523 -178.492513 -134.692571 -123.821817
-41.436320 -66.779805 -161.418247 -42.546545
-94.928304 -127.115179 -41.103816 -36.782931
-106.701248 -35.179673 -44.014323 -74.966657
